word,difficulty,genre_ids,genres,hints
Feier,1,9|13,Gesellschaft & Beruf|Feste & Jahreszeiten,"Kollegen~A_TARGET_VIBE~1,Sekt~A_TARGET_VIBE~2,Gruß~A_TARGET_VIBE~2,Fotobox~A_TARGET_VIBE~2,Anstoßen~A_TARGET_VIBE~2,Scan~A_TARGET_VIBE~2"
Feierabend,2,9,Gesellschaft & Beruf,"Arbeitsbeginn~A_TARGET_VIBE~2,Pausen~A_TARGET_VIBE~2,Gleitzeit~A_TARGET_VIBE~2,Schicht~A_TARGET_VIBE~2,Überstunden~A_TARGET_VIBE~3,Rückfrage~A_TARGET_VIBE~3"
Fest,1,9|13,Gesellschaft & Beruf|Feste & Jahreszeiten,"Catering~A_TARGET_VIBE~1,Musik~A_TARGET_VIBE~2,Rede~A_TARGET_VIBE~2,Teamfoto~A_TARGET_VIBE~2,Einladung~A_TARGET_VIBE~2,Sachbearbeiter~A_TARGET_VIBE~2"
Festanstellung,3,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Profil~A_TARGET_VIBE~2,Stellenwechsel~A_TARGET_VIBE~2,Aufstieg~A_TARGET_VIBE~2,Kompetenz~A_TARGET_VIBE~3,Lebenslauf~A_TARGET_VIBE~3,Besprechung~A_TARGET_VIBE~3"
Firma,1,9,Gesellschaft & Beruf,"Quartal~A_TARGET_VIBE~1,Projekt~A_TARGET_VIBE~2,Entscheidung~A_TARGET_VIBE~2,Abstimmung~A_TARGET_VIBE~2,Richtlinie~A_TARGET_VIBE~2,Kollege~A_TARGET_VIBE~2"
Flurfunk,3,9,Gesellschaft & Beruf,"Klatsch~A_TARGET_VIBE~2,Gerücht~A_TARGET_VIBE~2,Höflichkeit~A_TARGET_VIBE~2,Einladung~A_TARGET_VIBE~3,Kontakt~A_TARGET_VIBE~3,Respekt~A_TARGET_VIBE~3"
Formular,3,0|9,Alltag & Gegenstände|Gesellschaft & Beruf,"Siegel~A_TARGET_VIBE~2,Anlage~A_TARGET_VIBE~2,Druck~A_TARGET_VIBE~2,Formblatt~A_TARGET_VIBE~3,Aktennotiz~A_TARGET_VIBE~3,Posteingang~A_TARGET_VIBE~3"
Formularstapel,4,0|9,Alltag & Gegenstände|Gesellschaft & Beruf,"Datum~A_TARGET_VIBE~2,Druck~A_TARGET_VIBE~3,Randnotiz~A_TARGET_VIBE~3,Entwurf~A_TARGET_VIBE~3,Beglaubigung~A_TARGET_VIBE~4,Unterschrift~A_TARGET_VIBE~4"
Fortbildung,3,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Einarbeitung~A_TARGET_VIBE~2,Skript~A_TARGET_VIBE~2,Seminar~A_TARGET_VIBE~2,Fortschritt~A_TARGET_VIBE~3,Zertifikat~A_TARGET_VIBE~3,Formular~A_TARGET_VIBE~3"
Freigabe,3,9,Gesellschaft & Beruf,"Ampel~A_TARGET_VIBE~2,Begründung~A_TARGET_VIBE~2,Antrag~A_TARGET_VIBE~2,Unterschrift~A_TARGET_VIBE~3,Protokoll~A_TARGET_VIBE~3,Rückfrage~A_TARGET_VIBE~3"
Freizeitausgleich,4,9,Gesellschaft & Beruf,"Arbeitsende~A_TARGET_VIBE~2,Stechuhr~A_TARGET_VIBE~3,Zeiterfassung~A_TARGET_VIBE~3,Gleitzeit~A_TARGET_VIBE~3,Arbeitsbeginn~A_TARGET_VIBE~4,Besprechung~A_TARGET_VIBE~4"
Freundschaft,2,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Smalltalk~A_TARGET_VIBE~2,Kontakt~A_TARGET_VIBE~2,Plausch~A_TARGET_VIBE~2,Lächeln~A_TARGET_VIBE~2,Klatsch~A_TARGET_VIBE~3,Sachbearbeiter~A_TARGET_VIBE~3"
Frist,3,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Uhrzeit~A_TARGET_VIBE~2,Upload~A_TARGET_VIBE~2,Erinnerung~A_TARGET_VIBE~2,Abend~A_TARGET_VIBE~3,Verlängerung~A_TARGET_VIBE~3,Posteingang~A_TARGET_VIBE~3"
Frühschicht,3,9,Gesellschaft & Beruf,"Scan~A_TARGET_VIBE~2,E-Mail~A_TARGET_VIBE~2,Sachbearbeiter~A_TARGET_VIBE~2,Posteingang~A_TARGET_VIBE~3,Kopie~A_TARGET_VIBE~3,Kollege~A_TARGET_VIBE~3"
Fähigkeit,2,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Eigeninitiative~A_TARGET_VIBE~2,Vertrauen~A_TARGET_VIBE~2,Termintreue~A_TARGET_VIBE~2,Respekt~A_TARGET_VIBE~2,Pünktlichkeit~A_TARGET_VIBE~3,Besprechung~A_TARGET_VIBE~3"
Führung,2,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Ausgang~A_TARGET_VIBE~2,Freigabe~A_TARGET_VIBE~2,Bearbeitung~A_TARGET_VIBE~2,Stempel~A_TARGET_VIBE~2,Formular~A_TARGET_VIBE~3,Posteingang~A_TARGET_VIBE~3"
Führungskraft,4,9,Gesellschaft & Beruf,"Formular~A_TARGET_VIBE~2,Rückfrage~A_TARGET_VIBE~3,Kollege~A_TARGET_VIBE~3,Büro~A_TARGET_VIBE~3,Posteingang~A_TARGET_VIBE~4,Telefonat~A_TARGET_VIBE~4"
Gabelstapler,4,9,Gesellschaft & Beruf,"Dienstweg~A_TARGET_VIBE~2,Aufgabe~A_TARGET_VIBE~3,Ansprechpartner~A_TARGET_VIBE~3,Ordner~A_TARGET_VIBE~3,Scan~A_TARGET_VIBE~4,Stempel~A_TARGET_VIBE~4"
Gast,1,9,Gesellschaft & Beruf,"Lächeln~A_TARGET_VIBE~1,Buffet~A_TARGET_VIBE~2,Tisch~A_TARGET_VIBE~2,Smalltalk~A_TARGET_VIBE~2,Plausch~A_TARGET_VIBE~2,Ordner~A_TARGET_VIBE~2"
Gastgeber,3,9,Gesellschaft & Beruf,"Kollege~A_TARGET_VIBE~2,Delegation~A_TARGET_VIBE~2,Briefing~A_TARGET_VIBE~2,Scan~A_TARGET_VIBE~3,Kopie~A_TARGET_VIBE~3,Sachbearbeiter~A_TARGET_VIBE~3"
Geburtstag,1,9,Gesellschaft & Beruf,"E-Mail~A_TARGET_VIBE~1,Telefonat~A_TARGET_VIBE~2,Formular~A_TARGET_VIBE~2,Posteingang~A_TARGET_VIBE~2,Besprechung~A_TARGET_VIBE~2,Scan~A_TARGET_VIBE~2"
Geburtstagsrunde,3,9,Gesellschaft & Beruf,"Rückfrage~A_TARGET_VIBE~2,Telefonat~A_TARGET_VIBE~2,Ordner~A_TARGET_VIBE~2,Büro~A_TARGET_VIBE~3,Posteingang~A_TARGET_VIBE~3,Kopie~A_TARGET_VIBE~3"
Gehalt,1,9,Gesellschaft & Beruf,"Lohnsteuer~A_TARGET_VIBE~1,Nachzahlung~A_TARGET_VIBE~2,Stunden~A_TARGET_VIBE~2,Pauschale~A_TARGET_VIBE~2,Zuschlag~A_TARGET_VIBE~2,Büro~A_TARGET_VIBE~2"
Gehaltsabrechnung,4,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Nachzahlung~A_TARGET_VIBE~2,Brutto~A_TARGET_VIBE~3,Steuerklasse~A_TARGET_VIBE~3,Stunden~A_TARGET_VIBE~3,Buchhaltung~A_TARGET_VIBE~4,Kopie~A_TARGET_VIBE~4"
Genehmigung,4,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Beschluss~A_TARGET_VIBE~2,Protokoll~A_TARGET_VIBE~3,Antrag~A_TARGET_VIBE~3,Gremium~A_TARGET_VIBE~3,Ampel~A_TARGET_VIBE~4,Formular~A_TARGET_VIBE~4"
Gerücht,2,9,Gesellschaft & Beruf,"Formular~A_TARGET_VIBE~2,Kollege~A_TARGET_VIBE~2,Besprechung~A_TARGET_VIBE~2,Büro~A_TARGET_VIBE~2,Unterschrift~A_TARGET_VIBE~3,Posteingang~A_TARGET_VIBE~3"
Geschenk,1,9,Gesellschaft & Beruf,"Besprechung~A_TARGET_VIBE~1,Stempel~A_TARGET_VIBE~2,Kopie~A_TARGET_VIBE~2,Durchwahl~A_TARGET_VIBE~2,Unterschrift~A_TARGET_VIBE~2,Scan~A_TARGET_VIBE~2"
Geschäftsführer,3,9,Gesellschaft & Beruf,"Kalender~A_TARGET_VIBE~2,Dienstweg~A_TARGET_VIBE~2,Aufgabe~A_TARGET_VIBE~2,Formular~A_TARGET_VIBE~3,Sachbearbeiter~A_TARGET_VIBE~3,Telefonat~A_TARGET_VIBE~3"
Geschäftsführung,4,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Abstimmung~A_TARGET_VIBE~2,Quartal~A_TARGET_VIBE~3,Leitung~A_TARGET_VIBE~3,Teamspirit~A_TARGET_VIBE~3,Chefetage~A_TARGET_VIBE~4,Durchwahl~A_TARGET_VIBE~4"
Gespräch,1,9,Gesellschaft & Beruf,"Sachbearbeiter~A_TARGET_VIBE~1,Rückfrage~A_TARGET_VIBE~2,Unterschrift~A_TARGET_VIBE~2,Telefonat~A_TARGET_VIBE~2,Büro~A_TARGET_VIBE~2,Termin~A_TARGET_VIBE~2"
Gesprächsnotiz,4,0|9,Alltag & Gegenstände|Gesellschaft & Beruf,"Ordner~A_TARGET_VIBE~2,Sachbearbeiter~A_TARGET_VIBE~3,Büro~A_TARGET_VIBE~3,Unterschrift~A_TARGET_VIBE~3,Telefonat~A_TARGET_VIBE~4,Formular~A_TARGET_VIBE~4"
Gewerbe,4,9,Gesellschaft & Beruf,"Büro~A_TARGET_VIBE~2,Termin~A_TARGET_VIBE~3,Rückfrage~A_TARGET_VIBE~3,Formular~A_TARGET_VIBE~3,Unterschrift~A_TARGET_VIBE~4,Scan~A_TARGET_VIBE~4"
Gleichberechtigung,4,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Notiz~A_TARGET_VIBE~2,Abstimmung~A_TARGET_VIBE~3,Umsetzung~A_TARGET_VIBE~3,Kollege~A_TARGET_VIBE~3,Formular~A_TARGET_VIBE~4,Kopie~A_TARGET_VIBE~4"
Gleitzeit,3,9,Gesellschaft & Beruf,"Rückfrage~A_TARGET_VIBE~2,Kopie~A_TARGET_VIBE~2,Durchwahl~A_TARGET_VIBE~2,Besprechung~A_TARGET_VIBE~3,E-Mail~A_TARGET_VIBE~3,Posteingang~A_TARGET_VIBE~3"
Gratulation,2,9,Gesellschaft & Beruf,"Besprechung~A_TARGET_VIBE~2,Unterschrift~A_TARGET_VIBE~2,Stempel~A_TARGET_VIBE~2,Ordner~A_TARGET_VIBE~2,Büro~A_TARGET_VIBE~3,Kollege~A_TARGET_VIBE~3"
Handbuch,3,9,Gesellschaft & Beruf,"Termin~A_TARGET_VIBE~2,Scan~A_TARGET_VIBE~2,Kollege~A_TARGET_VIBE~2,Durchwahl~A_TARGET_VIBE~3,Ordner~A_TARGET_VIBE~3,Stempel~A_TARGET_VIBE~3"
Handwerk,3,9,Gesellschaft & Beruf,"Zunft~A_TARGET_VIBE~2,Auftrag~A_TARGET_VIBE~2,Lehre~A_TARGET_VIBE~2,Maßband~A_TARGET_VIBE~3,Material~A_TARGET_VIBE~3,Termin~A_TARGET_VIBE~3"
Hausmeister,2,9,Gesellschaft & Beruf,"Einarbeitung~A_TARGET_VIBE~2,Schnittstelle~A_TARGET_VIBE~2,Ansprechpartner~A_TARGET_VIBE~2,Telefonat~A_TARGET_VIBE~2,Rückfrage~A_TARGET_VIBE~3,Kollege~A_TARGET_VIBE~3"
Hauspost,3,9,Gesellschaft & Beruf,"E-Mail~A_TARGET_VIBE~2,Posteingang~A_TARGET_VIBE~2,Kollege~A_TARGET_VIBE~2,Scan~A_TARGET_VIBE~3,Stempel~A_TARGET_VIBE~3,Ordner~A_TARGET_VIBE~3"
Heftgerät,3,9,Gesellschaft & Beruf,"Telefonat~A_TARGET_VIBE~2,E-Mail~A_TARGET_VIBE~2,Scan~A_TARGET_VIBE~2,Unterschrift~A_TARGET_VIBE~3,Termin~A_TARGET_VIBE~3,Stempel~A_TARGET_VIBE~3"
Helm,1,9,Gesellschaft & Beruf,"Posteingang~A_TARGET_VIBE~1,Sachbearbeiter~A_TARGET_VIBE~2,Scan~A_TARGET_VIBE~2,Kopie~A_TARGET_VIBE~2,Formular~A_TARGET_VIBE~2,Büro~A_TARGET_VIBE~2"
Hierarchie,4,9,Gesellschaft & Beruf,"Posteingang~A_TARGET_VIBE~2,Unterschrift~A_TARGET_VIBE~3,Rückfrage~A_TARGET_VIBE~3,Durchwahl~A_TARGET_VIBE~3,Kopie~A_TARGET_VIBE~4,Kollege~A_TARGET_VIBE~4"
Hochzeit,1,9,Gesellschaft & Beruf,"Unterschrift~A_TARGET_VIBE~1,Sachbearbeiter~A_TARGET_VIBE~2,Kopie~A_TARGET_VIBE~2,Büro~A_TARGET_VIBE~2,Formular~A_TARGET_VIBE~2,Ordner~A_TARGET_VIBE~2"
Homeoffice,3,9,Gesellschaft & Beruf,"Termin~A_TARGET_VIBE~2,Durchwahl~A_TARGET_VIBE~2,Unterschrift~A_TARGET_VIBE~2,Telefonat~A_TARGET_VIBE~3,Kollege~A_TARGET_VIBE~3,Ordner~A_TARGET_VIBE~3"
Höflichkeit,3,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Eigeninitiative~A_TARGET_VIBE~2,Vertrauen~A_TARGET_VIBE~2,Rückendeckung~A_TARGET_VIBE~2,Konstanz~A_TARGET_VIBE~3,Motivation~A_TARGET_VIBE~3,Durchwahl~A_TARGET_VIBE~3"
Idee,1,9,Gesellschaft & Beruf,"Büro~A_TARGET_VIBE~1,Durchwahl~A_TARGET_VIBE~2,Termin~A_TARGET_VIBE~2,Posteingang~A_TARGET_VIBE~2,Ordner~A_TARGET_VIBE~2,Stempel~A_TARGET_VIBE~2"
Internet,2,6|9,Technik & Digitales|Gesellschaft & Beruf,"Netzwerk~A_TARGET_VIBE~2,Datenbank~A_TARGET_VIBE~2,Server~A_TARGET_VIBE~2,Update~A_TARGET_VIBE~2,Zugang~A_TARGET_VIBE~3,Stempel~A_TARGET_VIBE~3"
Jahresgespräch,4,9,Gesellschaft & Beruf,"Telefonat~A_TARGET_VIBE~2,Kopie~A_TARGET_VIBE~3,Ordner~A_TARGET_VIBE~3,Unterschrift~A_TARGET_VIBE~3,E-Mail~A_TARGET_VIBE~4,Büro~A_TARGET_VIBE~4"
Jahresziel,3,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Sachbearbeiter~A_TARGET_VIBE~2,Kollege~A_TARGET_VIBE~2,Termin~A_TARGET_VIBE~2,Ordner~A_TARGET_VIBE~3,Besprechung~A_TARGET_VIBE~3,Durchwahl~A_TARGET_VIBE~3"
Jubiläum,3,9,Gesellschaft & Beruf,"Sachbearbeiter~A_TARGET_VIBE~2,Telefonat~A_TARGET_VIBE~2,Ordner~A_TARGET_VIBE~2,Büro~A_TARGET_VIBE~3,Rückfrage~A_TARGET_VIBE~3,Stempel~A_TARGET_VIBE~3"
Kaffeeklatsch,3,1|9,Essen & Trinken|Gesellschaft & Beruf,"Kaffeebohne~A_TARGET_VIBE~2,Zucker~A_TARGET_VIBE~2,Thermoskanne~A_TARGET_VIBE~2,Pause~A_TARGET_VIBE~3,Smalltalk~A_TARGET_VIBE~3,Filter~A_TARGET_VIBE~3"
Kaffeeküche,3,1|9,Essen & Trinken|Gesellschaft & Beruf,"Kaffeebohne~A_TARGET_VIBE~2,Koffein~A_TARGET_VIBE~2,Keks~A_TARGET_VIBE~2,Kaffeetasse~A_TARGET_VIBE~3,Smalltalk~A_TARGET_VIBE~3,Filter~A_TARGET_VIBE~3"
Kaffeepause,2,1|9,Essen & Trinken|Gesellschaft & Beruf,"Kaffeebohne~A_TARGET_VIBE~2,Mühle~A_TARGET_VIBE~2,Milch~A_TARGET_VIBE~2,Küche~A_TARGET_VIBE~2,Pause~A_TARGET_VIBE~3,Löffel~A_TARGET_VIBE~3"
Kaffeetasse,1,1|9,Essen & Trinken|Gesellschaft & Beruf,"Pause~A_TARGET_VIBE~1,Küche~A_TARGET_VIBE~2,Zucker~A_TARGET_VIBE~2,Milch~A_TARGET_VIBE~2,Espresso~A_TARGET_VIBE~2,Löffel~A_TARGET_VIBE~2"
Kalender,2,9,Gesellschaft & Beruf,"Vertretung~A_TARGET_VIBE~2,Dienstweg~A_TARGET_VIBE~2,Durchwahl~A_TARGET_VIBE~2,Stempel~A_TARGET_VIBE~2,Ordner~A_TARGET_VIBE~3,Rückfrage~A_TARGET_VIBE~3"
Kantine,2,1|3|9,Essen & Trinken|Orte & Reisen|Gesellschaft & Beruf,"Serviette~A_TARGET_VIBE~2,Pausenraum~A_TARGET_VIBE~2,Kaffee~A_TARGET_VIBE~2,Gabel~A_TARGET_VIBE~2,Salat~A_TARGET_VIBE~3,Trinken~A_TARGET_VIBE~3"
Kantinenkarte,4,1|3|9,Essen & Trinken|Orte & Reisen|Gesellschaft & Beruf,"Mikrowelle~A_TARGET_VIBE~2,Schlange~A_TARGET_VIBE~3,Menü~A_TARGET_VIBE~3,Salat~A_TARGET_VIBE~3,Kasse~A_TARGET_VIBE~4,Karte~B_PART_VIBE~3"
Karriere,2,9,Gesellschaft & Beruf,"Termin~A_TARGET_VIBE~2,Durchwahl~A_TARGET_VIBE~2,Büro~A_TARGET_VIBE~2,Rückfrage~A_TARGET_VIBE~2,Scan~A_TARGET_VIBE~3,Posteingang~A_TARGET_VIBE~3"
Karriereleiter,3,9,Gesellschaft & Beruf,"Einarbeitung~A_TARGET_VIBE~2,Durchwahl~A_TARGET_VIBE~2,Kollege~A_TARGET_VIBE~2,Formular~A_TARGET_VIBE~3,Ordner~A_TARGET_VIBE~3,Sachbearbeiter~A_TARGET_VIBE~3"
Kassenwart,4,9,Gesellschaft & Beruf,"Kopie~A_TARGET_VIBE~2,Formular~A_TARGET_VIBE~3,Durchwahl~A_TARGET_VIBE~3,Posteingang~A_TARGET_VIBE~3,E-Mail~A_TARGET_VIBE~4,Ordner~A_TARGET_VIBE~4"
Kennzahl,4,9,Gesellschaft & Beruf,"Posteingang~A_TARGET_VIBE~2,Stempel~A_TARGET_VIBE~3,Termin~A_TARGET_VIBE~3,Telefonat~A_TARGET_VIBE~3,E-Mail~A_TARGET_VIBE~4,Sachbearbeiter~A_TARGET_VIBE~4"
Klatsch,2,9,Gesellschaft & Beruf,"Unterschrift~A_TARGET_VIBE~2,Büro~A_TARGET_VIBE~2,Besprechung~A_TARGET_VIBE~2,Formular~A_TARGET_VIBE~2,Stempel~A_TARGET_VIBE~3,Ordner~A_TARGET_VIBE~3"
Klärung,2,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Erledigt~A_TARGET_VIBE~2,Ausgang~A_TARGET_VIBE~2,Umsetzung~A_TARGET_VIBE~2,Büro~A_TARGET_VIBE~2,Kopie~A_TARGET_VIBE~3,Sachbearbeiter~A_TARGET_VIBE~3"
Kollegenkreis,3,9,Gesellschaft & Beruf,"Kopie~A_TARGET_VIBE~2,Ordner~A_TARGET_VIBE~2,Stempel~A_TARGET_VIBE~2,E-Mail~A_TARGET_VIBE~3,Rückfrage~A_TARGET_VIBE~3,Durchwahl~A_TARGET_VIBE~3"
Kollegenneid,4,9,Gesellschaft & Beruf,"Unterschrift~A_TARGET_VIBE~2,Stempel~A_TARGET_VIBE~3,Rückfrage~A_TARGET_VIBE~3,Durchwahl~A_TARGET_VIBE~3,Büro~A_TARGET_VIBE~4,Ordner~A_TARGET_VIBE~4"
Kollegialität,4,9,Gesellschaft & Beruf,"Kopie~A_TARGET_VIBE~2,Durchwahl~A_TARGET_VIBE~3,Formular~A_TARGET_VIBE~3,Büro~A_TARGET_VIBE~3,Stempel~A_TARGET_VIBE~4,Kollege~A_TARGET_VIBE~4"
Kollegin,2,9,Gesellschaft & Beruf,"Scan~A_TARGET_VIBE~2,Unterschrift~A_TARGET_VIBE~2,Büro~A_TARGET_VIBE~2,Formular~A_TARGET_VIBE~2,Posteingang~A_TARGET_VIBE~3,Besprechung~A_TARGET_VIBE~3"
Kollegium,3,9,Gesellschaft & Beruf,"Besprechung~A_TARGET_VIBE~2,Unterschrift~A_TARGET_VIBE~2,Ordner~A_TARGET_VIBE~2,Formular~A_TARGET_VIBE~3,Scan~A_TARGET_VIBE~3,Büro~A_TARGET_VIBE~3"
Kollegschaft,3,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Termin~A_TARGET_VIBE~2,Büro~A_TARGET_VIBE~2,Telefonat~A_TARGET_VIBE~2,Rückfrage~A_TARGET_VIBE~3,Durchwahl~A_TARGET_VIBE~3,Besprechung~A_TARGET_VIBE~3"
Kompetenz,4,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Respekt~A_TARGET_VIBE~2,Teamgeist~A_TARGET_VIBE~3,Ruf~A_TARGET_VIBE~3,Termintreue~A_TARGET_VIBE~3,Sorgfalt~A_TARGET_VIBE~4,Unterschrift~A_TARGET_VIBE~4"
Kompromiss,3,9,Gesellschaft & Beruf,"Kollege~A_TARGET_VIBE~2,Durchwahl~A_TARGET_VIBE~2,Termin~A_TARGET_VIBE~2,Rückfrage~A_TARGET_VIBE~3,Besprechung~A_TARGET_VIBE~3,Ordner~A_TARGET_VIBE~3"
Konferenz,2,9,Gesellschaft & Beruf,"Kaffee~A_TARGET_VIBE~2,Einladung~A_TARGET_VIBE~2,Flipchart~A_TARGET_VIBE~2,Notizblock~A_TARGET_VIBE~2,Diskussion~A_TARGET_VIBE~3,Unterschrift~A_TARGET_VIBE~3"
Konferenzraum,3,3|9,Orte & Reisen|Gesellschaft & Beruf,"Kaffee~A_TARGET_VIBE~2,Notizblock~A_TARGET_VIBE~2,Handzeichen~A_TARGET_VIBE~2,Redeliste~A_TARGET_VIBE~3,Moderation~A_TARGET_VIBE~3,Unterschrift~A_TARGET_VIBE~3"
Konflikt,3,9,Gesellschaft & Beruf,"Termin~A_TARGET_VIBE~2,Büro~A_TARGET_VIBE~2,Besprechung~A_TARGET_VIBE~2,Ordner~A_TARGET_VIBE~3,Durchwahl~A_TARGET_VIBE~3,Telefonat~A_TARGET_VIBE~3"
Kontakt,2,9,Gesellschaft & Beruf,"Sachbearbeiter~A_TARGET_VIBE~2,Büro~A_TARGET_VIBE~2,Kopie~A_TARGET_VIBE~2,Termin~A_TARGET_VIBE~2,Stempel~A_TARGET_VIBE~3,Rückfrage~A_TARGET_VIBE~3"
Kontostand,3,9,Gesellschaft & Beruf,"Zugang~A_TARGET_VIBE~2,Saldo~A_TARGET_VIBE~2,Limit~A_TARGET_VIBE~2,PIN~A_TARGET_VIBE~3,App~A_TARGET_VIBE~3,Konto~B_PART_VIBE~2"
Konzept,3,9,Gesellschaft & Beruf,"Stempel~A_TARGET_VIBE~2,Rückfrage~A_TARGET_VIBE~2,Ordner~A_TARGET_VIBE~2,E-Mail~A_TARGET_VIBE~3,Durchwahl~A_TARGET_VIBE~3,Besprechung~A_TARGET_VIBE~3"
Kopie,2,9,Gesellschaft & Beruf,"Ordner~A_TARGET_VIBE~2,Unterschrift~A_TARGET_VIBE~2,Durchwahl~A_TARGET_VIBE~2,Büro~A_TARGET_VIBE~2,Termin~A_TARGET_VIBE~3,Scan~A_TARGET_VIBE~3"
Kopierer,3,9,Gesellschaft & Beruf,"Dienstweg~A_TARGET_VIBE~2,Absprache~A_TARGET_VIBE~2,Kalender~A_TARGET_VIBE~2,Büro~A_TARGET_VIBE~3,Rückfrage~A_TARGET_VIBE~3,Posteingang~A_TARGET_VIBE~3"
Kostenstelle,4,9,Gesellschaft & Beruf,"Besprechung~A_TARGET_VIBE~2,E-Mail~A_TARGET_VIBE~3,Termin~A_TARGET_VIBE~3,Durchwahl~A_TARGET_VIBE~3,Telefonat~A_TARGET_VIBE~4,Kollege~A_TARGET_VIBE~4"
Krankenkasse,3,7|9,Wissenschaft & Medizin|Gesellschaft & Beruf,"Diagnose~A_TARGET_VIBE~2,Sprechstunde~A_TARGET_VIBE~2,Wartezimmer~A_TARGET_VIBE~2,Praxis~A_TARGET_VIBE~3,Termin~A_TARGET_VIBE~3,Rückfrage~A_TARGET_VIBE~3"
Krankenstand,4,7|9,Wissenschaft & Medizin|Gesellschaft & Beruf,"Überweisung~A_TARGET_VIBE~2,Behandlung~A_TARGET_VIBE~3,Sprechstunde~A_TARGET_VIBE~3,Praxis~A_TARGET_VIBE~3,Termin~A_TARGET_VIBE~4,E-Mail~A_TARGET_VIBE~4"
Krankheit,1,7|9|12,Wissenschaft & Medizin|Gesellschaft & Beruf|Gefühle & Abstraktes,"Rezept~A_TARGET_VIBE~1,Wartezimmer~A_TARGET_VIBE~2,Labor~A_TARGET_VIBE~2,Praxis~A_TARGET_VIBE~2,Blutdruck~A_TARGET_VIBE~2,Formular~A_TARGET_VIBE~2"
Krankheitstag,3,7|9,Wissenschaft & Medizin|Gesellschaft & Beruf,"Karteikarte~A_TARGET_VIBE~2,Krankschreibung~A_TARGET_VIBE~2,Sprechstunde~A_TARGET_VIBE~2,Versichertenkarte~A_TARGET_VIBE~3,Rezept~A_TARGET_VIBE~3,Durchwahl~A_TARGET_VIBE~3"
Krankmeldung,3,7|9|12,Wissenschaft & Medizin|Gesellschaft & Beruf|Gefühle & Abstraktes,"Sprechstunde~A_TARGET_VIBE~2,Karteikarte~A_TARGET_VIBE~2,Behandlung~A_TARGET_VIBE~2,Blutdruck~A_TARGET_VIBE~3,Praxis~A_TARGET_VIBE~3,Termin~A_TARGET_VIBE~3"
Krawatte,2,9,Gesellschaft & Beruf,"Telefonat~A_TARGET_VIBE~2,Unterschrift~A_TARGET_VIBE~2,Termin~A_TARGET_VIBE~2,Durchwahl~A_TARGET_VIBE~2,Sachbearbeiter~A_TARGET_VIBE~3,Stempel~A_TARGET_VIBE~3"
Kritik,2,9,Gesellschaft & Beruf,"Sachbearbeiter~A_TARGET_VIBE~2,Rückfrage~A_TARGET_VIBE~2,Kopie~A_TARGET_VIBE~2,Büro~A_TARGET_VIBE~2,Posteingang~A_TARGET_VIBE~3,Formular~A_TARGET_VIBE~3"
Kugelschreiber,2,9,Gesellschaft & Beruf,"Schnittstelle~A_TARGET_VIBE~2,Durchwahl~A_TARGET_VIBE~2,Kalender~A_TARGET_VIBE~2,Ordner~A_TARGET_VIBE~2,Kollege~A_TARGET_VIBE~3,Posteingang~A_TARGET_VIBE~3"
Kunde,1,9,Gesellschaft & Beruf,"Kundenkontakt~A_TARGET_VIBE~1,Messe~A_TARGET_VIBE~2,Auftragslage~A_TARGET_VIBE~2,Umsatz~A_TARGET_VIBE~2,Kaltanruf~A_TARGET_VIBE~2,Ordner~A_TARGET_VIBE~2"
Kundendienst,4,9,Gesellschaft & Beruf,"Servicefall~A_TARGET_VIBE~2,Lösung~A_TARGET_VIBE~3,Kunde~A_TARGET_VIBE~3,Anruf~A_TARGET_VIBE~3,Rückfrage~A_TARGET_VIBE~4,Unterschrift~A_TARGET_VIBE~4"
Kundenkontakt,3,9,Gesellschaft & Beruf,"Markt~A_TARGET_VIBE~2,Kunde~A_TARGET_VIBE~2,Auftragslage~A_TARGET_VIBE~2,Kaltanruf~A_TARGET_VIBE~3,Provision~A_TARGET_VIBE~3,Durchwahl~A_TARGET_VIBE~3"
Kundschaft,3,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Sachbearbeiter~A_TARGET_VIBE~2,Termin~A_TARGET_VIBE~2,Büro~A_TARGET_VIBE~2,Rückfrage~A_TARGET_VIBE~3,Ordner~A_TARGET_VIBE~3,Telefonat~A_TARGET_VIBE~3"
